monto,plazo_meses,sexo,educacion,edo_civil,edad,saldo,default
360000,27,hombre,secundaria,casado,31,1602702,1
230000,46,hombre,primaria,casado,35,32164,0
240000,12,hombre,secundaria,viudo,35,90829,0
420000,55,hombre,primaria,casado,40,22661,0
450000,49,hombre,primaria,casado,37,261285,0
10000,30,hombre,universitaria,divorciado,34,60853,0
100000,55,hombre,secundaria,casado,30,109995,0
180000,26,hombre,primaria,casado,45,0,1
10000,25,hombre,universitaria,divorciado,43,58199,0
20000,23,hombre,universitaria,divorciado,43,115185,1
50000,23,hombre,primaria,divorciado,32,120340,1
250000,56,hombre,primaria,divorciado,32,452943,0
150000,50,hombre,secundaria,casado,48,589191,0
30000,14,hombre,secundaria,divorciado,30,174714,0
500000,40,hombre,primaria,casado,31,2228563,0
120000,37,hombre,primaria,divorciado,31,449581,0
200000,45,hombre,primaria,divorciado,31,297021,0
340000,51,hombre,universitaria,casado,44,688104,0
20000,33,hombre,secundaria,divorciado,44,123667,0
20000,31,hombre,secundaria,casado,37,49314,0
20000,53,hombre,universitaria,divorciado,33,112140,0
220000,54,hombre,primaria,divorciado,34,405108,0
20000,19,hombre,secundaria,casado,34,24083,0
280000,49,hombre,secundaria,casado,30,7872,0
400000,49,hombre,primaria,casado,49,254170,0
310000,44,hombre,primaria,divorciado,45,1838604,0
30000,25,hombre,primaria,casado,37,185433,1
80000,57,hombre,secundaria,divorciado,38,390808,0
10000,58,hombre,maestria,divorciado,44,57514,0
70000,47,hombre,universitaria,viudo,47,341266,0
390000,12,hombre,primaria,divorciado,37,10074,0
340000,46,hombre,universitaria,casado,43,1758416,0
180000,38,hombre,primaria,casado,41,736663,1
100000,21,hombre,primaria,casado,31,222380,1
360000,30,hombre,secundaria,divorciado,37,77857,0
50000,34,hombre,universitaria,divorciado,44,249614,0
360000,46,hombre,secundaria,divorciado,33,464920,0
50000,43,hombre,secundaria,divorciado,39,128402,0
150000,55,hombre,secundaria,casado,35,865304,0
20000,19,hombre,universitaria,casado,30,118551,0
150000,18,hombre,primaria,casado,44,848214,1
50000,50,hombre,universitaria,casado,42,298605,0
500000,51,hombre,secundaria,casado,40,58432,0
280000,25,hombre,secundaria,casado,39,50600,0
270000,60,hombre,secundaria,casado,49,935807,0
110000,46,hombre,secundaria,divorciado,42,456295,0
280000,54,hombre,secundaria,divorciado,31,752809,0
200000,51,hombre,secundaria,casado,33,84214,0
30000,32,hombre,secundaria,divorciado,37,137400,1
130000,49,hombre,universitaria,casado,44,745507,0
440000,16,hombre,primaria,divorciado,33,122707,0
170000,39,hombre,secundaria,casado,37,515318,0
50000,25,hombre,primaria,divorciado,38,252159,0
120000,53,hombre,universitaria,casado,40,436793,0
500000,33,hombre,primaria,divorciado,37,210154,0
120000,33,hombre,primaria,divorciado,31,48815,0
180000,23,hombre,secundaria,casado,33,489095,0
350000,56,hombre,primaria,divorciado,33,25747,1
20000,39,hombre,secundaria,divorciado,30,103420,0
160000,48,hombre,secundaria,casado,39,108770,1
290000,13,hombre,primaria,casado,37,41288,0
180000,56,hombre,secundaria,divorciado,30,47261,0
200000,29,hombre,primaria,divorciado,32,5489,1
210000,32,hombre,secundaria,casado,39,17316,0
70000,60,hombre,secundaria,divorciado,30,97089,0
280000,59,hombre,secundaria,divorciado,38,1037488,1
120000,56,hombre,universitaria,divorciado,31,-11741,1
260000,46,hombre,primaria,divorciado,45,22827,0
340000,58,hombre,primaria,divorciado,31,2067286,0
260000,57,hombre,primaria,divorciado,29,330445,0
140000,54,hombre,primaria,divorciado,29,222786,0
140000,54,hombre,secundaria,casado,36,302370,0
200000,19,hombre,secundaria,casado,38,1190974,0
50000,56,hombre,secundaria,divorciado,43,135908,1
130000,30,hombre,secundaria,divorciado,27,35710,0
130000,42,hombre,primaria,divorciado,27,121504,0
50000,47,hombre,secundaria,divorciado,28,180839,0
20000,45,hombre,universitaria,casado,28,125348,0
390000,48,hombre,primaria,divorciado,28,167053,0
50000,23,hombre,secundaria,divorciado,28,289884,0
30000,22,hombre,secundaria,divorciado,29,156330,0
240000,17,hombre,secundaria,casado,33,597056,0
180000,39,hombre,primaria,divorciado,31,80648,0
420000,49,hombre,primaria,divorciado,31,314858,0
120000,58,hombre,primaria,divorciado,33,341228,1
450000,13,hombre,primaria,divorciado,34,37271,0
20000,40,hombre,primaria,divorciado,34,23269,1
360000,29,hombre,secundaria,casado,35,8859,1
350000,43,hombre,secundaria,divorciado,40,93043,0
180000,33,hombre,universitaria,divorciado,44,918864,0
410000,13,hombre,secundaria,casado,41,1680718,0
50000,22,hombre,universitaria,casado,36,239988,0
430000,60,hombre,universitaria,casado,36,257958,0
200000,42,hombre,universitaria,viudo,48,120445,0
180000,16,hombre,primaria,divorciado,35,240923,0
200000,21,hombre,primaria,casado,35,686361,0
160000,13,hombre,secundaria,casado,35,915760,1
100000,13,hombre,secundaria,casado,47,478704,0
140000,53,hombre,secundaria,divorciado,44,549045,1
120000,56,hombre,secundaria,casado,43,29967,0
360000,20,hombre,primaria,divorciado,37,9017,0
120000,32,hombre,primaria,casado,41,529645,1
310000,37,hombre,primaria,casado,37,141712,0
180000,30,hombre,primaria,casado,44,182328,0
160000,33,hombre,secundaria,casado,46,695109,0
50000,18,hombre,secundaria,casado,48,258049,1
300000,34,hombre,secundaria,casado,40,214581,0
500000,51,hombre,universitaria,casado,43,284706,0
230000,23,hombre,secundaria,casado,39,51650,0
300000,16,hombre,universitaria,casado,45,5906,0
180000,24,hombre,secundaria,divorciado,41,3620,0
280000,56,hombre,secundaria,casado,45,14484,0
20000,43,hombre,universitaria,divorciado,47,19635,0
360000,23,hombre,primaria,casado,37,99181,0
20000,29,hombre,secundaria,viudo,37,124040,0
250000,30,hombre,primaria,casado,35,367705,0
120000,13,hombre,primaria,casado,45,743700,0
100000,17,hombre,maestria,viudo,44,211540,0
50000,24,hombre,universitaria,casado,47,95498,0
470000,44,hombre,universitaria,divorciado,31,44842,0
80000,31,hombre,secundaria,casado,45,247859,0
110000,26,hombre,secundaria,divorciado,29,191779,0
280000,34,hombre,secundaria,divorciado,30,1347305,0
200000,19,hombre,primaria,casado,37,20963,0
170000,12,hombre,universitaria,casado,45,245969,0
60000,21,hombre,secundaria,casado,41,253320,0
180000,60,hombre,secundaria,casado,36,1138144,0
300000,41,hombre,secundaria,casado,43,0,1
150000,27,hombre,secundaria,casado,40,602316,1
210000,46,hombre,primaria,divorciado,39,57950,0
50000,55,hombre,universitaria,divorciado,37,265894,0
50000,59,hombre,primaria,casado,45,4680,1
300000,41,hombre,secundaria,casado,35,0,0
80000,41,hombre,secundaria,casado,43,363021,0
170000,49,hombre,secundaria,divorciado,31,1056526,0
50000,29,hombre,universitaria,casado,44,96298,0
140000,56,hombre,secundaria,casado,40,788642,1
350000,26,hombre,secundaria,casado,36,232598,1
20000,17,hombre,secundaria,casado,45,-13699,0
170000,51,hombre,primaria,divorciado,32,14639,1
20000,31,hombre,universitaria,divorciado,40,97404,1
240000,53,hombre,secundaria,casado,44,124015,0
50000,26,hombre,secundaria,casado,40,193476,1
230000,51,hombre,secundaria,casado,41,1470582,1
100000,32,hombre,primaria,casado,35,52194,0
300000,48,hombre,primaria,divorciado,45,205903,0
90000,12,hombre,secundaria,casado,42,279655,1
210000,44,hombre,primaria,divorciado,32,845227,0
50000,44,hombre,secundaria,divorciado,44,54367,0
400000,31,hombre,secundaria,casado,46,885980,0
300000,14,hombre,primaria,casado,37,404358,0
150000,34,hombre,primaria,divorciado,32,817780,0
500000,32,hombre,primaria,casado,35,3244325,1
300000,40,hombre,secundaria,divorciado,38,5610,1
300000,34,hombre,primaria,casado,45,0,0
150000,14,hombre,primaria,divorciado,33,95372,0
410000,18,hombre,primaria,divorciado,32,1049553,0
80000,29,hombre,primaria,divorciado,33,418929,0
50000,18,hombre,universitaria,divorciado,33,156456,0
140000,12,hombre,universitaria,divorciado,33,28516,0
150000,13,hombre,secundaria,casado,33,4116,1
20000,30,hombre,primaria,casado,33,124719,0
200000,25,hombre,primaria,divorciado,33,71400,0
110000,32,hombre,secundaria,divorciado,42,478917,0
230000,54,hombre,secundaria,divorciado,41,1402795,1
50000,46,hombre,secundaria,casado,49,117505,1
50000,14,hombre,secundaria,divorciado,49,225977,0
50000,42,hombre,primaria,casado,49,107166,0
310000,56,hombre,primaria,casado,50,11013,0
10000,25,hombre,secundaria,casado,49,3120,1
100000,15,hombre,universitaria,casado,50,429518,0
700000,26,hombre,secundaria,casado,50,32755,0
330000,22,hombre,primaria,casado,50,2243,0
300000,37,hombre,secundaria,casado,46,60206,0
500000,22,hombre,universitaria,casado,49,1150070,0
10000,57,hombre,universitaria,casado,51,5630,0
70000,52,hombre,universitaria,casado,50,342791,0
110000,45,hombre,secundaria,casado,50,262280,0
250000,33,hombre,secundaria,casado,50,559075,0
550000,59,hombre,universitaria,casado,50,3098229,1
390000,46,hombre,primaria,divorciado,47,18864,0
100000,16,hombre,doctorado,divorciado,51,618237,0
20000,25,hombre,secundaria,casado,47,116555,1
360000,16,hombre,secundaria,casado,50,559679,0
60000,46,hombre,secundaria,casado,50,130337,0
150000,27,hombre,secundaria,casado,51,138420,1
360000,13,hombre,universitaria,casado,49,824953,0
50000,22,hombre,primaria,divorciado,49,186280,0
170000,22,hombre,primaria,casado,50,993122,0
300000,17,hombre,secundaria,casado,51,1276613,0
150000,42,hombre,universitaria,divorciado,51,42835,0
300000,51,hombre,universitaria,casado,51,10346,0
500000,47,hombre,primaria,casado,57,227589,0
160000,25,hombre,secundaria,divorciado,57,1196,1
50000,18,hombre,primaria,divorciado,54,67380,0
10000,60,hombre,universitaria,divorciado,56,56073,0
100000,49,hombre,universitaria,casado,54,535676,1
300000,30,hombre,primaria,casado,58,1002714,1
30000,35,hombre,secundaria,casado,57,171865,1
90000,51,hombre,primaria,divorciado,52,393067,0
30000,22,hombre,universitaria,divorciado,53,177956,0
140000,60,hombre,universitaria,casado,53,628911,0
50000,40,hombre,primaria,divorciado,53,243983,0
100000,40,hombre,maestria,casado,53,976318,0
30000,37,hombre,secundaria,casado,49,192791,0
160000,15,hombre,universitaria,casado,51,12127,1
10000,43,hombre,universitaria,casado,57,57687,0
170000,32,hombre,secundaria,casado,57,5148,1
50000,21,hombre,primaria,casado,48,203186,0
500000,31,hombre,universitaria,casado,53,14174,0
500000,27,hombre,universitaria,casado,55,1984213,1
20000,42,hombre,secundaria,casado,59,51048,1
20000,40,hombre,secundaria,casado,52,90623,0
80000,23,hombre,doctorado,casado,54,267912,1
500000,36,hombre,primaria,casado,58,266711,0
20000,42,hombre,universitaria,divorciado,62,114758,0
190000,50,hombre,secundaria,divorciado,56,477369,0
160000,44,hombre,secundaria,divorciado,59,488920,0
170000,24,hombre,primaria,divorciado,51,1066242,1
80000,57,hombre,secundaria,casado,54,433404,1
180000,44,hombre,secundaria,casado,57,962947,0
50000,30,hombre,universitaria,divorciado,51,188129,1
70000,58,hombre,secundaria,divorciado,62,557096,0
20000,27,hombre,secundaria,casado,55,89050,1
330000,30,hombre,secundaria,casado,48,351994,0
330000,19,hombre,universitaria,casado,57,7444,0
320000,27,hombre,primaria,casado,51,43216,0
140000,47,hombre,universitaria,casado,59,22247,0
20000,51,hombre,secundaria,casado,55,124166,0
70000,30,hombre,universitaria,casado,53,9294,0
240000,53,hombre,secundaria,divorciado,67,3015097,0
460000,59,hombre,secundaria,casado,52,1059275,0
80000,40,hombre,primaria,divorciado,56,387824,1
20000,27,hombre,secundaria,divorciado,56,103479,0
200000,16,hombre,universitaria,casado,54,40903,1
200000,44,hombre,secundaria,casado,51,14275,1
420000,55,hombre,universitaria,casado,53,-11043,0
130000,49,hombre,secundaria,divorciado,54,96145,0
30000,46,hombre,secundaria,viudo,53,15790,1
110000,31,hombre,secundaria,casado,51,428311,1
360000,25,hombre,secundaria,casado,51,170684,0
50000,25,hombre,secundaria,casado,56,231802,0
70000,33,hombre,universitaria,casado,54,384913,0
420000,56,hombre,universitaria,casado,59,149778,0
50000,31,hombre,universitaria,casado,57,180544,0
450000,33,hombre,secundaria,casado,55,2500,1
50000,32,hombre,secundaria,casado,56,101065,0
20000,48,hombre,universitaria,casado,53,92264,1
250000,23,hombre,primaria,casado,51,14922,1
20000,42,hombre,secundaria,viudo,53,117193,0
240000,19,hombre,universitaria,casado,57,1234194,0
50000,21,hombre,universitaria,casado,52,186613,1
180000,30,hombre,universitaria,casado,65,1222439,1
250000,56,hombre,primaria,casado,71,1011238,0
30000,38,hombre,universitaria,divorciado,52,210448,0
50000,41,hombre,universitaria,casado,55,261588,1
20000,59,hombre,secundaria,casado,62,117071,0
260000,50,hombre,universitaria,casado,52,884826,1
130000,31,hombre,universitaria,casado,54,6653,0
490000,16,hombre,secundaria,casado,51,99347,1
150000,26,hombre,universitaria,casado,52,908097,1
30000,22,hombre,universitaria,casado,53,132631,1
50000,45,hombre,secundaria,divorciado,54,0,1
330000,23,hombre,universitaria,casado,53,751094,0
330000,35,hombre,secundaria,casado,52,1104068,0
140000,21,hombre,universitaria,casado,56,579704,1
40000,45,hombre,secundaria,casado,55,-6750,1
360000,46,hombre,universitaria,divorciado,54,100992,0
80000,50,hombre,secundaria,divorciado,59,175400,1
730000,58,hombre,universitaria,casado,56,1712959,0
180000,18,hombre,primaria,casado,63,817435,0
190000,20,hombre,universitaria,casado,64,440042,0
50000,49,hombre,universitaria,divorciado,57,7502,0
230000,41,hombre,primaria,casado,56,245040,0
20000,30,hombre,universitaria,casado,53,121075,0
130000,33,hombre,secundaria,divorciado,56,684216,0
30000,56,hombre,doctorado,casado,53,26217,1
360000,45,hombre,primaria,casado,57,2120,0
100000,16,hombre,secundaria,casado,52,108685,0
180000,58,hombre,universitaria,divorciado,55,1039287,0
210000,19,hombre,secundaria,casado,53,16739,0
340000,24,hombre,secundaria,casado,53,1933767,1
20000,24,hombre,primaria,casado,52,57057,0
20000,32,hombre,secundaria,casado,52,23208,0
500000,50,hombre,primaria,casado,54,3037233,0
360000,58,hombre,primaria,casado,53,29699,0
50000,19,hombre,universitaria,casado,54,240560,0
530000,40,hombre,secundaria,casado,54,473056,0
260000,28,hombre,primaria,casado,59,23581,0
40000,32,hombre,universitaria,casado,50,152639,1
30000,29,hombre,secundaria,divorciado,60,148382,0
240000,13,hombre,primaria,casado,55,595884,1
320000,20,hombre,primaria,divorciado,55,1100494,1
70000,38,hombre,universitaria,viudo,61,67103,0
200000,51,hombre,secundaria,casado,58,177750,0
360000,26,hombre,primaria,casado,51,50181,0
110000,37,hombre,secundaria,divorciado,51,173754,1
80000,27,hombre,universitaria,casado,52,421154,1
200000,50,hombre,primaria,casado,52,-3072,0
100000,30,hombre,universitaria,casado,56,2730,1
160000,32,hombre,universitaria,divorciado,53,40527,0
140000,45,hombre,primaria,casado,55,0,1
300000,33,hombre,secundaria,casado,55,458177,0
50000,48,hombre,universitaria,casado,59,228990,0
50000,24,mujer,secundaria,casado,29,238587,1
50000,56,mujer,primaria,casado,29,229729,0
50000,21,mujer,secundaria,casado,34,77657,0
50000,48,mujer,secundaria,casado,38,51400,1
210000,55,mujer,primaria,divorciado,29,72659,0
150000,52,mujer,primaria,divorciado,26,142192,0
190000,38,mujer,secundaria,casado,29,0,0
80000,29,mujer,primaria,divorciado,26,253757,1
100000,51,mujer,primaria,divorciado,28,83950,0
20000,39,mujer,secundaria,divorciado,27,122778,0
400000,24,mujer,primaria,divorciado,29,196185,0
100000,40,mujer,secundaria,divorciado,28,291370,0
30000,23,mujer,secundaria,divorciado,22,185585,0
150000,12,mujer,secundaria,casado,26,331718,0
60000,16,mujer,secundaria,casado,24,322576,1
140000,31,mujer,universitaria,divorciado,26,408908,0
80000,27,mujer,primaria,divorciado,25,214489,0
200000,54,mujer,secundaria,divorciado,26,167519,0
410000,25,mujer,primaria,divorciado,28,18298,0
50000,54,mujer,secundaria,casado,26,242329,0
50000,50,mujer,secundaria,divorciado,25,222906,1
100000,18,mujer,secundaria,divorciado,26,47788,1
190000,17,mujer,secundaria,divorciado,24,668465,0
120000,28,mujer,secundaria,divorciado,27,719113,1
20000,43,mujer,primaria,divorciado,22,105662,0
30000,19,mujer,secundaria,divorciado,22,81828,0
20000,44,mujer,universitaria,divorciado,22,102706,1
20000,33,mujer,secundaria,divorciado,22,112218,1
80000,46,mujer,secundaria,divorciado,22,38366,0
80000,29,mujer,secundaria,divorciado,23,401678,0
50000,40,mujer,primaria,divorciado,23,46596,0
80000,50,mujer,primaria,divorciado,23,441137,1
50000,44,mujer,primaria,divorciado,23,315480,0
50000,60,mujer,secundaria,divorciado,24,140198,0
80000,45,mujer,secundaria,divorciado,24,70233,0
20000,17,mujer,secundaria,casado,24,125860,1
70000,43,mujer,universitaria,divorciado,24,39781,0
130000,52,mujer,secundaria,divorciado,23,19190,0
10000,43,mujer,secundaria,divorciado,21,75256,1
50000,53,mujer,secundaria,casado,23,183229,1
50000,38,mujer,primaria,divorciado,23,66475,0
20000,49,mujer,secundaria,divorciado,22,111136,0
80000,55,mujer,primaria,divorciado,22,16358,0
70000,57,mujer,secundaria,casado,23,350293,1
10000,33,mujer,secundaria,divorciado,22,0,0
120000,34,mujer,secundaria,divorciado,23,265465,0
20000,47,mujer,secundaria,divorciado,23,111117,0
50000,48,mujer,secundaria,divorciado,23,19598,0
20000,26,mujer,primaria,divorciado,24,85066,0
40000,46,mujer,secundaria,divorciado,23,246790,0
80000,57,mujer,primaria,divorciado,23,377349,0
20000,43,mujer,secundaria,divorciado,24,22551,1
130000,48,mujer,secundaria,casado,24,445000,0
100000,41,mujer,secundaria,casado,24,274178,0
120000,14,mujer,secundaria,divorciado,24,561220,0
50000,14,mujer,universitaria,divorciado,24,234823,0
190000,38,mujer,secundaria,divorciado,24,905793,0
50000,43,mujer,primaria,divorciado,25,64808,0
20000,47,mujer,universitaria,casado,54,117435,0
50000,55,mujer,primaria,divorciado,23,22722,0
50000,37,mujer,primaria,divorciado,23,118615,0
80000,41,mujer,secundaria,divorciado,22,304240,1
10000,43,mujer,universitaria,divorciado,22,71441,1
50000,32,mujer,secundaria,divorciado,22,134455,0
50000,30,mujer,secundaria,divorciado,22,312430,1
50000,33,mujer,secundaria,divorciado,23,205946,0
20000,50,mujer,secundaria,divorciado,22,0,0
60000,58,mujer,primaria,divorciado,27,133292,1
50000,34,mujer,secundaria,divorciado,23,69533,0
50000,19,mujer,secundaria,divorciado,23,260730,1
20000,51,mujer,secundaria,divorciado,21,2730,0
20000,59,mujer,secundaria,divorciado,23,112526,1
80000,17,mujer,universitaria,casado,23,167007,1
50000,47,mujer,universitaria,divorciado,24,119496,1
120000,33,mujer,secundaria,divorciado,24,238937,0
50000,52,mujer,primaria,divorciado,24,149200,0
110000,29,mujer,primaria,divorciado,24,800682,1
30000,13,mujer,secundaria,divorciado,24,175096,0
110000,32,mujer,secundaria,divorciado,23,116143,1
20000,45,mujer,secundaria,divorciado,23,88144,0
50000,55,mujer,secundaria,divorciado,23,291716,0
50000,41,mujer,primaria,divorciado,24,269001,1
50000,37,mujer,secundaria,divorciado,24,216642,0
20000,58,mujer,secundaria,divorciado,22,126127,0
200000,43,mujer,secundaria,casado,36,763190,0
30000,52,mujer,primaria,divorciado,24,29281,0
130000,47,mujer,universitaria,casado,23,500453,0
20000,56,mujer,secundaria,divorciado,24,98363,0
20000,20,mujer,primaria,divorciado,23,124379,0
60000,54,mujer,secundaria,casado,23,264270,0
30000,52,mujer,primaria,divorciado,24,59220,0
30000,39,mujer,secundaria,divorciado,22,177288,1
120000,51,mujer,secundaria,divorciado,24,328087,0
30000,56,mujer,secundaria,divorciado,24,155220,0
30000,14,mujer,primaria,divorciado,24,179681,0
60000,14,mujer,secundaria,casado,24,124814,1
50000,45,mujer,secundaria,divorciado,25,225296,1
30000,47,mujer,secundaria,divorciado,25,71428,0
270000,16,mujer,primaria,divorciado,25,45483,0
360000,20,mujer,primaria,divorciado,25,1037755,0
450000,32,mujer,universitaria,divorciado,26,192340,0
50000,53,mujer,primaria,divorciado,25,32790,0
50000,59,mujer,universitaria,divorciado,25,166803,0
120000,52,mujer,primaria,divorciado,25,308519,0
40000,13,mujer,primaria,divorciado,26,65994,1
140000,38,mujer,secundaria,casado,24,411206,0
200000,16,mujer,secundaria,casado,25,2514,0
30000,27,mujer,secundaria,divorciado,25,1315,0
30000,15,mujer,secundaria,divorciado,25,85178,0
30000,52,mujer,primaria,divorciado,25,176904,1
30000,44,mujer,secundaria,casado,25,178041,0
110000,47,mujer,primaria,divorciado,25,33260,1
50000,55,mujer,primaria,divorciado,24,235273,0
130000,31,mujer,secundaria,divorciado,24,691722,0
50000,18,mujer,secundaria,divorciado,25,191918,1
150000,33,mujer,primaria,divorciado,25,549808,0
30000,60,mujer,secundaria,divorciado,25,136918,1
50000,15,mujer,secundaria,divorciado,23,83199,0
20000,44,mujer,secundaria,casado,23,128814,0
230000,13,mujer,secundaria,divorciado,24,363678,0
280000,51,mujer,primaria,divorciado,25,18444,0
50000,50,mujer,secundaria,divorciado,24,31850,0
130000,36,mujer,secundaria,divorciado,23,281016,0
20000,16,mujer,primaria,divorciado,25,5154,0
80000,56,mujer,universitaria,casado,26,430182,0
100000,42,mujer,primaria,divorciado,24,465396,0
90000,27,mujer,secundaria,divorciado,24,566085,1
20000,12,mujer,primaria,divorciado,24,12446,0
140000,31,mujer,secundaria,casado,24,9192,1
150000,48,mujer,primaria,divorciado,24,5432,1
140000,39,mujer,primaria,divorciado,24,43265,0
50000,36,mujer,secundaria,divorciado,24,160566,0
30000,30,mujer,universitaria,divorciado,24,7505,0
110000,36,mujer,secundaria,divorciado,22,2990,0
80000,57,mujer,primaria,divorciado,23,3260,0
30000,23,mujer,secundaria,casado,23,153548,1
90000,38,mujer,secundaria,divorciado,23,73373,0
80000,26,mujer,secundaria,divorciado,25,308228,0
30000,60,mujer,secundaria,divorciado,25,69524,1
20000,31,mujer,primaria,divorciado,24,126835,0
30000,52,mujer,secundaria,casado,24,39301,0
80000,36,mujer,primaria,divorciado,24,45746,0
90000,39,mujer,secundaria,divorciado,23,340692,0
50000,19,mujer,secundaria,divorciado,25,232046,0
20000,58,mujer,primaria,divorciado,22,104435,1
10000,43,mujer,secundaria,divorciado,22,56435,0
80000,14,mujer,universitaria,divorciado,23,323643,0
60000,18,mujer,secundaria,divorciado,25,381285,1
50000,50,mujer,primaria,divorciado,25,241657,0
30000,41,mujer,universitaria,divorciado,22,117951,0
30000,49,mujer,secundaria,divorciado,23,234485,0
10000,41,mujer,primaria,divorciado,24,56751,0
50000,39,mujer,primaria,divorciado,26,35170,0
290000,50,mujer,primaria,divorciado,24,19257,0
100000,26,mujer,primaria,casado,24,239156,0
40000,26,mujer,universitaria,casado,26,219777,1
130000,45,mujer,secundaria,divorciado,26,734098,1
100000,34,mujer,secundaria,casado,26,45724,0
360000,36,mujer,primaria,divorciado,27,600,0
110000,24,mujer,primaria,divorciado,23,389492,0
150000,12,mujer,secundaria,divorciado,23,370331,0
100000,41,mujer,primaria,divorciado,23,68184,0
50000,16,mujer,primaria,divorciado,23,165519,1
50000,47,mujer,secundaria,divorciado,22,122259,0
50000,60,mujer,secundaria,casado,22,229287,0
60000,52,mujer,secundaria,divorciado,23,343106,1
40000,31,mujer,secundaria,divorciado,23,182196,0
50000,50,mujer,universitaria,casado,25,228486,1
80000,60,mujer,universitaria,divorciado,25,465858,0
50000,56,mujer,secundaria,casado,24,84775,0
10000,52,mujer,secundaria,divorciado,22,47783,0
50000,46,mujer,secundaria,divorciado,24,131380,0
180000,32,mujer,secundaria,casado,24,13036,0
80000,34,mujer,secundaria,divorciado,25,0,0
50000,47,mujer,primaria,divorciado,25,0,1
50000,38,mujer,secundaria,casado,25,111469,0
30000,44,mujer,primaria,divorciado,22,45361,0
50000,46,mujer,maestria,divorciado,23,312418,0
80000,12,mujer,secundaria,divorciado,24,344961,0
150000,59,mujer,secundaria,divorciado,26,459454,0
120000,38,mujer,primaria,divorciado,24,9888,1
80000,35,mujer,secundaria,casado,24,33737,1
240000,15,mujer,secundaria,divorciado,24,328463,0
30000,13,mujer,secundaria,divorciado,24,188550,0
150000,23,mujer,primaria,divorciado,25,228262,0
50000,36,mujer,primaria,divorciado,25,271542,0
50000,60,mujer,secundaria,casado,24,210310,0
230000,54,mujer,primaria,divorciado,24,35149,0
90000,18,mujer,secundaria,divorciado,24,473109,0
230000,46,mujer,primaria,divorciado,25,3168,0
90000,29,mujer,primaria,divorciado,25,61419,0
230000,57,mujer,secundaria,casado,25,88861,0
230000,13,mujer,secundaria,divorciado,25,579627,0
420000,50,mujer,secundaria,divorciado,25,656274,0
50000,33,mujer,primaria,divorciado,25,192361,0
70000,30,mujer,secundaria,divorciado,24,356602,0
200000,57,mujer,especializacion,divorciado,25,3287,0
30000,38,mujer,primaria,divorciado,25,179665,0
60000,36,mujer,secundaria,divorciado,24,305353,1
230000,17,mujer,primaria,divorciado,25,2976,0
100000,50,mujer,secundaria,divorciado,25,621168,0
420000,14,mujer,universitaria,divorciado,25,393985,0
100000,25,mujer,secundaria,divorciado,25,263083,0
160000,32,mujer,universitaria,divorciado,26,121442,0
260000,50,mujer,primaria,divorciado,26,1401475,0
280000,26,mujer,secundaria,casado,26,36026,0
70000,47,mujer,secundaria,divorciado,24,259928,0
50000,30,mujer,primaria,divorciado,26,289716,1
100000,31,mujer,secundaria,divorciado,26,231245,1
100000,30,mujer,primaria,casado,28,399807,0
290000,31,mujer,primaria,divorciado,26,150792,0
180000,42,mujer,primaria,divorciado,26,3000,0
300000,52,mujer,secundaria,casado,25,984709,1
80000,54,mujer,secundaria,divorciado,25,234551,0
90000,55,mujer,secundaria,casado,25,306814,0
500000,34,mujer,secundaria,divorciado,29,2191740,1
40000,59,mujer,primaria,divorciado,25,240836,0
170000,45,mujer,universitaria,divorciado,26,382586,0
30000,41,mujer,secundaria,divorciado,25,108169,0
120000,14,mujer,secundaria,divorciado,23,6687,0
100000,32,mujer,secundaria,divorciado,28,34911,1
50000,58,mujer,secundaria,divorciado,28,0,0
360000,33,mujer,secundaria,casado,26,37723,0
220000,38,mujer,primaria,divorciado,26,292705,0
110000,28,mujer,secundaria,divorciado,25,69159,0
110000,30,mujer,primaria,divorciado,26,570816,0
310000,48,mujer,secundaria,divorciado,26,1307784,0
50000,12,mujer,secundaria,divorciado,27,197802,0
50000,55,mujer,primaria,divorciado,26,-108,0
200000,49,mujer,primaria,divorciado,26,103866,0
120000,48,mujer,secundaria,casado,27,66820,0
80000,38,mujer,secundaria,casado,27,339604,1
320000,48,mujer,secundaria,divorciado,27,1492723,0
210000,15,mujer,primaria,divorciado,27,27860,0
90000,27,mujer,secundaria,divorciado,26,560123,1
170000,45,mujer,primaria,divorciado,26,913449,0
310000,53,mujer,secundaria,divorciado,25,72900,0
360000,20,mujer,secundaria,divorciado,26,55851,0
200000,26,mujer,primaria,divorciado,26,88007,0
500000,12,mujer,universitaria,divorciado,26,138206,0
300000,19,mujer,secundaria,divorciado,26,724130,0
130000,29,mujer,secundaria,divorciado,26,593857,1
260000,34,mujer,primaria,divorciado,26,822593,0
100000,40,mujer,universitaria,divorciado,27,468889,0
70000,41,mujer,secundaria,divorciado,26,379113,0
100000,51,mujer,secundaria,casado,26,518107,1
80000,39,mujer,primaria,divorciado,26,43636,0
100000,17,mujer,primaria,divorciado,25,515077,1
70000,40,mujer,primaria,divorciado,24,321958,0
170000,42,mujer,primaria,divorciado,27,1039403,0
30000,16,mujer,primaria,divorciado,26,54765,0
20000,13,mujer,universitaria,divorciado,26,112430,0
180000,26,mujer,primaria,divorciado,26,350965,0
30000,25,mujer,secundaria,casado,27,150451,1
80000,25,mujer,primaria,divorciado,27,508302,0
60000,36,mujer,secundaria,divorciado,27,204320,0
150000,20,mujer,primaria,divorciado,26,700281,0
